Suburb,Address,Lattitude,Longtitude,Distance,Type,Rooms,Bedroom2,Bathroom,Landsize
North Melbourne,2/150 Arden St,-37.8004,144.9465,2.3,u,2,2.0,1.0,0.0
North Melbourne,12/700 Queensberry St,-37.8022,144.9439,2.3,u,2,2.0,1.0,0.0
North Melbourne,103/25 Byron St,-37.802,144.9516,2.3,u,1,1.0,1.0,0.0
North Melbourne,3 Murphy St,-37.7977,144.9512,2.3,h,3,2.0,1.0,232.0
North Melbourne,5/97 Oshanassy St,-37.8004,144.9465,2.3,u,2,2.0,1.0,0.0
North Melbourne,8/201 Abbotsford St,-37.8029,144.9452,2.3,t,2,2.0,2.0,0.0
North Melbourne,18 Melrose St,-37.795,144.942,2.3,h,2,2.0,2.0,109.0
North Melbourne,674 Victoria St,-37.8043,144.9437,2.3,h,2,2.0,1.0,161.0
North Melbourne,509/30 Wreckyn St,-37.8004,144.9544,2.3,u,2,2.0,1.0,0.0
North Melbourne,3/369 Abbotsford St,-37.7981,144.9461,2.3,u,2,2.0,1.0,0.0
North Melbourne,443 Abbotsford St,-37.7959,144.9464,2.3,h,2,2.0,2.0,146.0
North Melbourne,306/350 Victoria St,-37.8055,144.9547,2.3,u,2,2.0,1.0,0.0
North Melbourne,21/70 Oshanassy St,-37.7997,144.9472,2.3,u,2,2.0,1.0,2300.0
North Melbourne,20 Scotia St,-37.8014,144.9488,2.3,h,2,2.0,2.0,55.0
North Melbourne,1/109 Arden St,-37.8009,144.9471,2.3,u,2,2.0,2.0,0.0
North Melbourne,14/7 Curran St,-37.7926,144.9441,2.3,u,2,2.0,1.0,1004.0
North Melbourne,11/368 Dryburgh St,-37.7971,144.9448,2.3,u,1,1.0,1.0,649.0
North Melbourne,103/171 Flemington Rd,-37.7955,144.9492,2.3,u,1,1.0,1.0,0.0
North Melbourne,10 Munster Tce,-37.8039,144.9424,2.3,t,3,3.0,2.0,61.0
North Melbourne,203/150 Peel St,-37.8044,144.9566,2.3,u,2,2.0,1.0,0.0
North Melbourne,2/101 Leveson St,-37.802,144.951,2.3,u,2,2.0,2.0,0.0
North Melbourne,15 Mary St,-37.7994,144.9521,2.3,t,3,3.0,2.0,64.0
North Melbourne,12 Curzon St,-37.8044,144.9481,2.3,h,2,2.0,1.0,111.0
North Melbourne,11/19 Wood St,-37.7976,144.9454,2.3,u,2,2.0,1.0,0.0
Northcote,43 Christmas St,-37.7662,145.0096,5.5,h,2,2.0,1.0,245.0
Northcote,30 Clarke St,-37.7759,144.9909,5.5,h,3,3.0,1.0,215.0
Northcote,57A Derby St,-37.7708,145.0054,5.5,h,3,3.0,2.0,286.0
Northcote,3/412 High St,-37.7679,144.9994,5.5,u,2,2.0,2.0,0.0
Northcote,24 Jessie St,-37.7805,145.004,5.5,h,4,4.0,2.0,464.0
Northcote,65 Bastings St,-37.7744,145.0033,5.5,h,3,3.0,2.0,267.0
Northcote,18 Claude St,-37.7709,144.9964,5.5,h,2,2.0,1.0,140.0
Northcote,220 Victoria Rd,-37.7664,145.0121,5.5,h,3,3.0,2.0,613.0
Northcote,5/162 Westgarth St,-37.7828,145.0096,5.5,u,2,2.0,1.0,0.0
Northcote,4 Wilmoth St,-37.7683,145.0156,5.5,h,3,3.0,1.0,520.0
Northcote,39 Barry St,-37.7798,144.9952,5.5,h,3,3.0,1.0,247.0
Northcote,51 Kellett St,-37.7672,145.0095,5.5,h,4,4.0,1.0,484.0
Northcote,12 Simpson St,-37.7813,145.0065,5.5,h,6,6.0,2.0,772.0
Northcote,11/94 Union St,-37.7793,144.9972,5.5,u,2,2.0,2.0,0.0
Northcote,16/116 Arthurton Rd,-37.768,144.9895,5.5,u,2,2.0,1.0,1882.0
Northcote,77 Dennis St,-37.766,145.0039,5.5,h,3,3.0,1.0,213.0
Northcote,4/75 Gadd St,-37.7627,144.9898,5.5,t,2,2.0,2.0,55.0
Northcote,29 Westgarth St,-37.7807,144.9948,5.5,h,4,4.0,2.0,415.0
Northcote,99 Christmas St,-37.7668,145.0149,5.5,h,2,2.0,1.0,607.0
Northcote,58 Herbert St,-37.7715,144.9951,5.5,h,2,2.0,1.0,191.0
Northcote,6 Brooke St,-37.7765,145.0027,5.5,h,3,3.0,1.0,472.0
Northcote,13 Helen St,-37.7731,144.9967,5.5,h,4,4.0,1.0,608.0
Northcote,32 Stott St,-37.76300000000001,144.9978,5.5,h,4,2.0,1.0,314.0
Northcote,91 Arthurton Rd,-37.7687,144.9922,5.5,h,3,3.0,2.0,259.0
Northcote,9/162 Clarke St,-37.7765,144.996,5.5,u,2,2.0,1.0,0.0
Northcote,122 Emmaline St,-37.76300000000001,144.9886,5.5,h,2,2.0,1.0,347.0
Northcote,12/20 Ross St,-37.7842,144.9991,5.5,u,1,1.0,1.0,0.0
Northcote,20 Salisbury Gr,-37.7651,145.0027,5.5,h,2,2.0,1.0,136.0
Northcote,124a Victoria Rd,-37.7739,145.0114,5.5,h,3,2.0,1.0,497.0
Northcote,3/162 Westgarth St,-37.7828,145.0096,5.5,u,2,2.0,1.0,0.0
Northcote,2B Creek Pde,-37.7852,144.9975,5.5,h,4,4.0,2.0,440.0
Northcote,2/62 Cunningham St,-37.7827,144.9999,5.5,u,1,1.0,1.0,0.0
Northcote,156 Separation St,-37.7704,145.0067,5.5,h,2,2.0,1.0,367.0
Northcote,33 Spencer St,-37.76300000000001,144.9966,5.5,h,4,4.0,1.0,0.0
Northcote,109 Victoria Rd,-37.7741,145.0109,5.5,h,3,3.0,2.0,379.0
Northcote,68b Derby St,-37.7709,145.0057,5.5,h,4,4.0,2.0,282.0
Northcote,14 Henry St,-37.7732,144.9957,5.5,h,2,4.0,1.0,238.0
Northcote,141 Arthurton Rd,-37.7681,144.9877,5.5,h,2,2.0,1.0,229.0
Northcote,1/75 Gadd St,-37.7626,144.9898,5.5,t,3,3.0,3.0,55.0
Northcote,7 Prospect Gr,-37.7736,145.0004,5.5,h,4,4.0,1.0,0.0
Northcote,238 Victoria Rd,-37.7652,145.0123,5.5,h,3,3.0,1.0,445.0
Northcote,1/221 Westgarth St,-37.7825,145.0104,5.5,t,3,3.0,1.0,184.0
Northcote,13 Hawthorn Rd,-37.7707,144.9924,5.5,h,4,5.0,2.0,573.0
Northcote,154 Separation St,-37.7704,145.0066,5.5,h,3,3.0,1.0,610.0
Northcote,1/68 Bridge St,-37.7783,144.9954,5.5,u,1,1.0,1.0,0.0
Northcote,8/62 Cunningham St,-37.7827,144.9999,5.5,u,1,1.0,1.0,0.0
Northcote,19 Hunter St,-37.7663,145.0009,5.5,h,2,2.0,1.0,225.0
Northcote,81 Mitchell St,-37.7726,145.0048,5.5,h,5,4.0,3.0,490.0
Northcote,118 Roberts St,-37.7784,145.0042,5.5,h,2,2.0,1.0,229.0
Northcote,36 Tanner Gr,-37.7709,145.0105,5.5,h,3,3.0,1.0,380.0
Northcote,6 Clarke St,-37.7756,144.9891,5.5,h,3,3.0,1.0,158.0
Northcote,1/78 Helen St,-37.771,144.9974,5.5,h,3,3.0,1.0,178.0
Northcote,2 Jamieson St,-37.7784,145.0035,5.5,h,5,5.0,2.0,692.0
Northcote,7/7 Simpson St,-37.7813,145.0062,5.5,u,2,2.0,1.0,0.0
Northcote,13 Andrew St,-37.7752,145.0032,5.5,h,3,3.0,1.0,522.0
Northcote,121 Bent St,-37.7667,144.9909,5.5,h,2,2.0,1.0,190.0
Northcote,45 Emmaline St,-37.7638,144.9933,5.5,h,2,2.0,1.0,354.0
Northcote,34 Oamaru St,-37.7684,145.0099,5.5,h,3,2.0,3.0,425.0
Northcote,2/13 Spencer St,-37.7642,144.9963,5.5,h,2,2.0,1.0,174.0
Northcote,64 Union St,-37.7792,144.9951,5.5,h,3,2.0,3.0,448.0
Northcote,48 Barry St,-37.7801,144.9954,5.5,h,3,3.0,1.0,401.0
Northcote,10 Campbell Gr,-37.7763,144.9967,5.5,t,3,3.0,2.0,608.0
Northcote,83 Bastings St,-37.7745,145.0045,5.5,h,3,3.0,1.0,328.0
Northcote,4/140 Darebin Rd,-37.7648,145.0098,5.5,u,3,3.0,1.0,150.0
Northcote,338 Separation St,-37.7711,145.013,5.5,t,2,2.0,1.0,0.0
Northcote,1/94 Union St,-37.7793,144.9972,5.5,u,1,1.0,1.0,0.0
Northcote,9 Brooke St,-37.7762,145.003,5.5,h,2,2.0,1.0,314.0
Northcote,2/19 Glanfield St,-37.7715,145.0075,5.5,u,2,2.0,1.0,120.0
Northcote,17B McFarlane St,-37.7661,145.0001,5.5,h,2,2.0,2.0,152.0
Northcote,7 McLachlan St,-37.7822,144.9935,5.5,h,3,3.0,1.0,899.0
Northcote,79 Christmas St,-37.7666,145.0132,5.5,h,2,2.0,1.0,453.0
Northcote,22 Ellesmere St,-37.7736,145.0074,5.5,h,2,2.0,1.0,0.0
Northcote,24 Barry St,-37.7799,144.9937,5.5,h,3,3.0,1.0,407.0
Northcote,178 Beaconsfield Pde,-37.7636,144.9864,5.5,h,3,3.0,1.0,302.0
Northcote,16/62 Cunningham St,-37.7827,144.9999,5.5,u,1,1.0,1.0,0.0
Northcote,26 Hayes St,-37.7642,145.001,5.5,h,3,3.0,1.0,304.0
Northcote,4A Jessie St,-37.7814,145.0039,5.5,h,3,3.0,2.0,165.0
Northcote,129 Separation St,-37.77,145.0049,5.5,h,3,3.0,1.0,279.0
Northcote,6 Dally St,-37.7653,145.0014,5.5,h,2,2.0,1.0,243.0
Northcote,1/5 Emmaline St,-37.7641,144.9958,5.5,u,2,2.0,1.0,0.0
Northcote,42 Kellett St,-37.7673,145.0081,5.5,h,3,2.0,2.0,403.0
Northcote,19a Victoria Rd,-37.7815,145.0096,5.5,h,3,3.0,1.0,274.0
Northcote,8 Reid St,-37.7644,145.004,5.5,h,2,2.0,1.0,306.0
Northcote,60 Ross St,-37.7821,144.9995,5.5,h,3,3.0,1.0,0.0
Northcote,1/54 Emmaline St,-37.7635,144.9934,5.5,u,1,2.0,1.0,0.0
Northcote,12 Stott St,-37.764,144.9976,5.5,h,3,3.0,1.0,307.0
Northcote,43 Andrew St,-37.772,145.0039,5.5,h,4,3.0,2.0,569.0
Northcote,52 Charles St,-37.777,144.9922,5.5,h,2,2.0,1.0,178.0
Northcote,167 Clarke St,-37.7763,144.9964,5.5,h,5,4.0,4.0,569.0
Northcote,23 Howitt St,-37.7816,145.0141,5.5,h,3,3.0,1.0,335.0
Northcote,1/13 Kellett St,-37.7668,145.0063,5.5,u,2,2.0,1.0,129.0
Northcote,130 Mitchell St,-37.7733,145.0078,5.5,h,3,3.0,1.0,318.0
Northcote,33 Oxford St,-37.7756,145.0082,5.5,h,4,3.0,1.0,654.0
Northcote,239 Victoria Rd,-37.7663,145.0118,5.5,h,3,3.0,1.0,440.0
Northcote,5/216 Westgarth St,-37.7833,145.0135,5.5,u,2,2.0,1.0,671.0
Northcote,2/195 Clarke St,-37.7765,144.9984,5.5,u,2,2.0,1.0,0.0
Northcote,27 Zoe Cct,-37.7678,144.9853,5.5,t,3,3.0,2.0,195.0
Northcote,174 Beaconsfield Pde,-37.7636,144.9872,5.5,h,4,4.0,2.0,355.0
Northcote,14 Northcote St,-37.774,145.0081,5.5,h,2,2.0,1.0,301.0
Northcote,29 Traill St,-37.7701,144.9886,5.5,h,5,5.0,3.0,450.0
Northcote,162 Bastings St,-37.7757,145.0119,5.5,h,3,3.0,2.0,338.0
Northcote,13 Vauxhall Rd,-37.7771,145.0116,5.5,h,3,3.0,1.0,501.0
Northcote,13/200 Westgarth St,-37.7831,145.0124,5.5,u,1,1.0,1.0,0.0
Northcote,160 Bent St,-37.7662,144.9889,5.5,h,4,3.0,1.0,465.0
Northcote,3 Brooke St,-37.7762,145.0027,5.5,h,4,4.0,2.0,489.0
Northcote,4 Clifton St,-37.7677,145.0085,5.5,h,5,5.0,3.0,344.0
Northcote,27 Vauxhall Rd,-37.7763,145.0117,5.5,h,4,3.0,2.0,537.0
Northcote,3 Atkinson St,-37.7799,145.011,5.5,h,3,2.0,1.0,348.0
Northcote,17/203 Clarke St,-37.7766,144.9988,5.5,u,2,2.0,1.0,0.0
Northcote,70 James St,-37.7756,145.0002,5.5,h,3,3.0,1.0,489.0
Northcote,14 Jenkins St,-37.7651,145.0062,5.5,h,3,3.0,1.0,582.0
Northcote,41 Johnson St,-37.7627,144.9986,5.5,h,2,2.0,1.0,297.0
Northcote,9/28 Ross St,-37.7839,144.9991,5.5,u,1,1.0,1.0,0.0
Northcote,43 Salisbury Gr,-37.7642,145.0025,5.5,h,4,4.0,3.0,187.0
Northcote,25 Simpson St,-37.7803,145.0063,5.5,h,4,4.0,2.0,824.0
Northcote,77 Union St,-37.7789,144.9952,5.5,h,2,2.0,1.0,376.0
Northcote,51 Beavers Rd,-37.7665,144.9955,5.5,h,2,2.0,1.0,150.0
Northcote,78 Bridge St,-37.7784,144.9959,5.5,h,4,4.0,1.0,382.0
Northcote,106 Christmas St,-37.7671,145.0153,5.5,t,3,3.0,2.0,229.0
Northcote,215 Clarke St,-37.7767,144.9996,5.5,h,4,4.0,4.0,1390.0
Northcote,155 Westbourne Gr,-37.7741,144.9971,5.5,h,3,3.0,1.0,327.0
Northcote,118 Westgarth St,-37.7825,145.0072,5.5,h,3,4.0,1.0,727.0
Northcote,120 Westgarth St,-37.7825,145.0073,5.5,h,4,3.0,2.0,750.0
Oak Park,14 Marie St,-37.718,144.9174,11.5,h,3,3.0,1.0,757.0
Oak Park,1 Victoria St,-37.7137,144.9167,11.5,h,2,2.0,1.0,577.0
Oak Park,1/1 Gregory St,-37.7232,144.9148,11.5,u,3,3.0,1.0,250.0
Oak Park,40 Winifred St,-37.7209,144.9158,11.5,h,4,4.0,1.0,696.0
Oak Park,7 Cartwright St,-37.7151,144.9194,11.5,h,4,4.0,2.0,590.0
Oak Park,1/9 Cartwright St,-37.7151,144.9191,11.5,u,2,2.0,1.0,189.0
Oak Park,40 New Rd,-37.7134,144.9096,11.5,h,4,4.0,2.0,616.0
Oak Park,44 Devereaux St,-37.7143,144.9092,11.5,h,3,3.0,1.0,715.0
Oak Park,11 Murphy St,-37.7168,144.9171,11.5,h,4,4.0,2.0,780.0
Oak Park,4/13 Sylvester St,-37.7204,144.9131,11.5,u,2,2.0,1.0,161.0
Oak Park,5/4 Ethel St,-37.7233,144.9168,11.5,u,3,3.0,1.0,0.0
Oak Park,7 Pines Gr,-37.7161,144.9165,11.5,h,4,3.0,1.0,553.0
Oak Park,4 Ridge Rd,-37.7151,144.9157,11.5,h,4,4.0,2.0,589.0
Oak Park,1/22 Lex Gr,-37.7182,144.9244,11.5,t,3,3.0,2.0,272.0
Oak Park,10 Grevillia Rd,-37.7207,144.9263,11.5,h,5,5.0,2.0,783.0
Oak Park,19 Valdoone Ct,-37.7152,144.9074,11.5,h,3,3.0,1.0,719.0
Oak Park,3 Flannery Ct,-37.7151,144.9062,11.5,h,3,3.0,1.0,815.0
Oak Park,2/8 Gregory St,-37.7232,144.9154,11.5,t,2,2.0,1.0,118.0
Oak Park,5/25 Ethel St,-37.722,144.9169,11.5,u,3,3.0,2.0,198.0
Oak Park,1/29 Margaret St,-37.722,144.9192,11.5,t,3,3.0,2.0,264.0
Oak Park,63 Vincent St,-37.7187,144.914,11.5,h,3,3.0,1.0,705.0
Oak Park,96 Winifred St,-37.718,144.9124,11.5,h,3,3.0,2.0,790.0
Oak Park,1 Jacaranda St,-37.7152,144.9165,11.5,h,3,3.0,2.0,382.0
Oak Park,4/29 Margaret St,-37.7218,144.9188,11.5,t,2,2.0,1.0,161.0
Oak Park,40 Devereaux St,-37.7143,144.9096,11.5,h,4,4.0,1.0,704.0
Oak Park,20 Lex Gr,-37.7182,144.9246,11.5,h,4,4.0,1.0,780.0
Oak Park,2/16 Winifred St,-37.7209,144.9179,11.5,u,2,2.0,1.0,138.0
Oak Park,100 Winifred St,-37.7178,144.9121,11.5,h,3,3.0,1.0,763.0
Oak Park,2/21 Gregory St,-37.7216,144.9157,11.5,u,3,3.0,1.0,196.0
Oak Park,68 Vincent St,-37.718,144.9138,11.5,h,4,4.0,1.0,694.0
Oak Park,11 Hillcrest Rd,-37.7129,144.9253,11.5,h,5,5.0,2.0,568.0
Oak Park,8a Pines Gr,-37.7157,144.9165,11.5,h,2,2.0,1.0,0.0
Oakleigh South,2/232 Warrigal Rd,-37.9122,145.0853,14.7,t,3,3.0,2.0,189.0
Oakleigh South,14 Bossington St,-37.9167,145.0855,14.7,h,3,3.0,1.0,646.0
Oakleigh South,4 Montrose St,-37.9384,145.0878,14.7,h,4,4.0,2.0,535.0
Oakleigh South,16 Alleford St,-37.9156,145.0879,14.7,h,3,3.0,2.0,258.0
Oakleigh South,2/1073 Centre Rd,-37.9244,145.0883,14.7,h,4,4.0,2.0,214.0
Oakleigh South,14 Columbia St,-37.9348,145.0836,14.7,h,3,1.0,1.0,533.0
Oakleigh South,21 Hardy Ct,-37.9248,145.1067,14.7,h,3,3.0,1.0,530.0
Oakleigh South,9 Wicks Ct,-37.9355,145.0979,14.7,h,4,4.0,2.0,581.0
Oakleigh South,4 Cascade St,-37.9366,145.0954,14.7,h,5,5.0,2.0,558.0
Oakleigh South,3/1073 Centre Rd,-37.9244,145.0885,14.7,h,3,3.0,2.0,0.0
Oakleigh South,10a Farm Rd,-37.9249,145.0943,14.7,h,2,2.0,1.0,428.0
Oakleigh South,13 Farm Rd,-37.9245,145.0937,14.7,h,3,3.0,1.0,530.0
Oakleigh South,25 Luntar Rd,-37.9261,145.083,14.7,h,3,3.0,2.0,716.0
Oakleigh South,8 Riley St,-37.9215,145.0925,14.7,h,3,3.0,2.0,575.0
Oakleigh South,24 Guest Rd,-37.9129,145.094,14.7,h,3,3.0,1.0,743.0
Oakleigh South,7 Robyn Ct,-37.9361,145.0816,14.7,h,4,4.0,2.0,567.0
Oakleigh South,9 Emerald St,-37.9377,145.0856,14.7,h,3,3.0,1.0,535.0
Oakleigh South,1172 North Rd,-37.9099,145.0875,14.7,h,6,6.0,2.0,1200.0
Oakleigh South,1/19 Dermot St,-37.9191,145.0855,14.7,h,2,2.0,1.0,308.0
Oakleigh South,9 Telopea Ct,-37.9393,145.0962,14.7,h,4,4.0,2.0,558.0
Oakleigh South,41 Bossington St,-37.9167,145.0879,14.7,t,3,3.0,1.0,252.0
Oakleigh South,107 Golf Rd,-37.9196,145.0876,14.7,h,3,3.0,1.0,648.0
Oakleigh South,31 Riley St,-37.9239,145.0943,14.7,h,4,4.0,2.0,993.0
Oakleigh South,24 Valley St,-37.918,145.1064,14.7,h,3,3.0,2.0,0.0
Oakleigh South,28 Devoy St,-37.9178,145.0872,14.7,h,3,3.0,1.0,774.0
Oakleigh South,15 Druitt St,-37.9303,145.082,14.7,h,3,3.0,1.0,531.0
Oakleigh South,2/3 Golf Rd,-37.9107,145.0891,14.7,u,2,2.0,1.0,204.0
Oakleigh South,3 Paula Ct,-37.9187,145.1098,14.7,h,3,3.0,2.0,727.0
Oakleigh South,22 Pitt St,-37.9213,145.0854,14.7,h,3,3.0,2.0,609.0
Oakleigh South,20 Vanessa Ct,-37.9413,145.0957,14.7,h,4,4.0,2.0,539.0
Oakleigh South,15 Yarra Ct,-37.935,145.083,14.7,h,4,4.0,2.0,530.0
Oakleigh South,19 Reid St,-37.9112,145.0873,14.7,h,2,2.0,1.0,806.0
Parkville,50 Strickland Rd,-37.7767,144.9403,2.6,h,4,4.0,2.0,357.0
Parkville,12/238 The Avenue,-37.7818,144.9576,2.6,u,3,3.0,2.0,0.0
Parkville,92 Fitzgibbon St,-37.7939,144.9572,2.6,h,2,2.0,1.0,187.0
Parkville,14/18 Lennon St,-37.7864,144.9409,2.6,u,1,1.0,1.0,0.0
Parkville,47/202 The Avenue,-37.7827,144.9575,2.6,u,1,1.0,1.0,2469.0
Parkville,9/18 Lennon St,-37.7864,144.9409,2.6,h,1,1.0,1.0,0.0
Parkville,152 Park Dr,-37.7928,144.9575,2.6,h,2,2.0,2.0,190.0
Parkville,105/459 Royal Pde,-37.7823,144.9593,2.6,u,1,1.0,1.0,0.0
Parkville,168 Gatehouse St,-37.7933,144.9556,2.6,h,4,4.0,2.0,165.0
Parkville,199 Park Dr,-37.7931,144.9565,2.6,h,2,2.0,1.0,70.0
Parkville,5/361 Royal Pde,-37.7852,144.9589,2.6,u,1,1.0,1.0,0.0
Parkville,84 Story St,-37.7965,144.9544,2.6,h,4,4.0,2.0,182.0
Parkville,66 Fitzgibbon St,-37.7948,144.9571,2.6,h,2,2.0,1.0,172.0
Parkville,11/2 MacArthur Rd,-37.7896,144.9584,2.6,u,2,2.0,2.0,2427.0
Parkville,110 Gatehouse St,-37.7944,144.9542,2.6,h,4,4.0,1.0,194.0
Parkville,12/196 The Avenue,-37.7829,144.9574,2.6,u,1,1.0,1.0,2488.0
Parkville,187 Park Dr,-37.7934,144.9562,2.6,h,3,4.0,2.0,154.0
Parkville,12/228 The Avenue,-37.7821,144.9576,2.6,u,1,1.0,1.0,2431.0
Parkville,28/238 The Avenue,-37.7818,144.9576,2.6,u,3,3.0,2.0,2401.0
Parkville,14 Carrangall Pl,-37.7795,144.9413,2.6,h,3,3.0,2.0,173.0
Parkville,10/238 The Avenue,-37.7818,144.9576,2.6,u,3,3.0,2.0,0.0
Parkville,9/196 The Avenue,-37.7829,144.9574,2.6,u,1,1.0,1.0,0.0
Parkville,17/248 The Avenue,-37.7813,144.9578,2.6,u,2,2.0,1.0,2193.0
Pascoe Vale,9 Irvine St,-37.734,144.9416,9.9,h,3,2.0,1.0,50.0
Pascoe Vale,7 Virginia St,-37.7156,144.9429,9.9,h,3,3.0,1.0,560.0
Pascoe Vale,2 Hazel Gr,-37.7312,144.9399,9.9,h,2,2.0,1.0,629.0
Pascoe Vale,27 Quick St,-37.7194,144.9307,9.9,h,4,4.0,1.0,733.0
Pascoe Vale,30 Stennis St,-37.7301,144.9487,9.9,h,3,3.0,1.0,464.0
Pascoe Vale,23 Alexandra St,-37.7181,144.9422,9.9,h,3,3.0,1.0,446.0
Pascoe Vale,5/10 Dorset Rd,-37.7234,144.9497,9.9,u,3,3.0,1.0,204.0
Pascoe Vale,3 Hazel Gr,-37.7308,144.9397,9.9,h,3,3.0,1.0,956.0
Pascoe Vale,16 Stennis St,-37.731,144.9486,9.9,h,4,4.0,2.0,686.0
Pascoe Vale,8 Wicklow St,-37.7187,144.9432,9.9,h,3,3.0,1.0,505.0
Pascoe Vale,31 Zenith St,-37.7236,144.9347,9.9,h,4,4.0,2.0,559.0
Pascoe Vale,24 Alexandra St,-37.7178,144.9422,9.9,h,3,3.0,1.0,568.0
Pascoe Vale,16 Burgundy St,-37.7323,144.9288,9.9,h,2,2.0,1.0,336.0
Pascoe Vale,2/22 Joffre Rd,-37.718,144.94,9.9,u,3,3.0,1.0,180.0
Pascoe Vale,2/58 Railway Pde,-37.7269,144.9274,9.9,t,2,2.0,1.0,113.0
Pascoe Vale,1/94 Railway Pde,-37.7247,144.9257,9.9,t,4,4.0,2.0,215.0
Pascoe Vale,2/2 Bellevue Tce,-37.7317,144.9313,9.9,u,2,3.0,1.0,205.0
Pascoe Vale,2 Donnelly Ct,-37.7153,144.9418,9.9,h,3,3.0,1.0,821.0
Pascoe Vale,9/12 Pascoe St,-37.7152,144.9349,9.9,h,2,2.0,1.0,111.0
Pascoe Vale,5/19 Raeburn St,-37.7291,144.9446,9.9,u,2,2.0,1.0,159.0
Pascoe Vale,3/30 Snell Gr,-37.7177,144.9321,9.9,h,3,3.0,1.0,192.0
Pascoe Vale,1/23 Stewart St,-37.7286,144.9249,9.9,h,2,2.0,1.0,253.0
Pascoe Vale,16 Fawkner Rd,-37.7282,144.9304,9.9,h,3,3.0,1.0,735.0
Pascoe Vale,60 Kent Rd,-37.7204,144.9446,9.9,h,2,2.0,1.0,520.0
Pascoe Vale,4/36 Sylvan Gr,-37.7283,144.9417,9.9,u,2,2.0,1.0,207.0
Pascoe Vale,24 Eddie St,-37.7296,144.9362,9.9,h,5,5.0,2.0,759.0
Pascoe Vale,1c Hazel Gr,-37.7311,144.9395,9.9,t,2,2.0,1.0,156.0
Pascoe Vale,9 Kevin St,-37.7338,144.9441,9.9,h,3,2.0,1.0,438.0
Pascoe Vale,17 Rhodes Pde,-37.7161,144.931,9.9,h,4,4.0,1.0,746.0
Pascoe Vale,2/8 View St,-37.7262,144.9273,9.9,u,2,2.0,1.0,0.0
Pascoe Vale,157 Cumberland Rd,-37.7251,144.9394,9.9,h,4,4.0,1.0,683.0
Pascoe Vale,34 Essex St,-37.7269,144.9447,9.9,h,3,3.0,1.0,406.0
Pascoe Vale,232 Boundary Rd,-37.7166,144.9393,9.9,h,4,4.0,2.0,770.0
Pascoe Vale,16 Hayes Pde,-37.7328,144.9281,9.9,h,5,5.0,2.0,705.0
Pascoe Vale,54 Railway Pde,-37.7273,144.9274,9.9,h,3,3.0,1.0,570.0
Pascoe Vale,344 Gaffney St,-37.7315,144.9399,9.9,h,3,3.0,1.0,470.0
Pascoe Vale,9 Bendigo St,-37.7238,144.9384,9.9,h,2,2.0,1.0,650.0
Pascoe Vale,22 Derby St,-37.7337,144.9458,9.9,h,3,3.0,1.0,422.0
Pascoe Vale,1/5 Farringdon St,-37.7271,144.9261,9.9,t,3,3.0,3.0,291.0
Pascoe Vale,229 Sussex St,-37.7207,144.9511,9.9,h,4,4.0,2.0,455.0
Pascoe Vale,2/56 View St,-37.7228,144.928,9.9,t,3,3.0,2.0,167.0
Pascoe Vale,4/37 Arndt Rd,-37.7209,144.93,9.9,t,2,2.0,1.0,147.0
Pascoe Vale,2/60 Bolingbroke St,-37.7315,144.9301,9.9,u,2,2.0,1.0,139.0
Pascoe Vale,1/30 Archibald St,-37.7283,144.9331,9.9,u,2,3.0,1.0,219.0
Pascoe Vale,199 Cumberland Rd,-37.7182,144.9405,9.9,h,3,3.0,2.0,608.0
Pascoe Vale,6 Merbein St,-37.717,144.9509,9.9,h,2,2.0,1.0,590.0
Pascoe Vale,8 Merbein St,-37.717,144.9507,9.9,h,3,3.0,1.0,590.0
Pascoe Vale,2/6 Devon Rd,-37.7223,144.9315,9.9,t,3,3.0,2.0,191.0
Pascoe Vale,7 Dorothy St,-37.7184,144.9488,9.9,h,3,3.0,1.0,464.0
Pascoe Vale,12 Northumberland Rd,-37.7295,144.9316,9.9,h,3,3.0,1.0,628.0
Pascoe Vale,27 Sefton St,-37.7231,144.9252,9.9,h,3,3.0,1.0,686.0
Pascoe Vale,109 Derby St,-37.7282,144.9462,9.9,h,4,3.0,2.0,535.0
Pascoe Vale,2/7 Hazel Gr,-37.7305,144.9397,9.9,u,3,3.0,1.0,0.0
Pascoe Vale,3 Fawkner Rd,-37.7282,144.9312,9.9,h,3,3.0,1.0,589.0
Pascoe Vale,101 Northumberland Rd,-37.7212,144.9326,9.9,t,3,3.0,3.0,205.0
Pascoe Vale,2/42 Railway Pde,-37.7282,144.928,9.9,t,2,2.0,1.0,110.0
Pascoe Vale,282 Cumberland Rd,-37.7174,144.941,9.9,h,3,3.0,2.0,540.0
Pascoe Vale,48 Derby St,-37.7319,144.9461,9.9,h,4,4.0,2.0,250.0
Pascoe Vale,70 Derby St,-37.7304,144.9463,9.9,h,3,3.0,1.0,650.0
Pascoe Vale,249 Sussex St,-37.7195,144.9513,9.9,h,3,3.0,1.0,490.0
Pascoe Vale,68 Devon Rd,-37.7214,144.9246,9.9,t,4,3.0,2.0,353.0
Pascoe Vale,8/16 Pascoe St,-37.7152,144.9346,9.9,t,3,3.0,2.0,146.0
Pascoe Vale,7 Coane St,-37.7256,144.9383,9.9,h,4,4.0,2.0,646.0
Pascoe Vale,6 Olive Gr,-37.7289,144.9412,9.9,h,4,4.0,1.0,556.0
Pascoe Vale,2 Virginia St,-37.7153,144.9434,9.9,h,2,2.0,1.0,558.0
